cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,psppsgva,actrolga,psppipla,cptppola,polcmpl,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,imprich,ipeqopt,impsafe,ipfrule,impfree,ipstrgv,imptrad
EE,ESS1-9e01,1,10.12.2020,129949,ESS9e03,9,3,13777,0.997448802,1.268275261,0.057978309,0.073532455,3,2,1,2,,3,2,7,3,2,5,5,6,4,3,5,5,2,3
EE,ESS1-9e01,1,10.12.2020,129950,ESS9e03,9,3,13834,1.00063169,0.833073854,0.057978309,0.048300213,2,1,1,1,,5,,8,4,5,,,5,2,2,3,2,2,2
EE,ESS1-9e01,1,10.12.2020,129951,ESS9e03,9,3,13915,1.000487685,0.746825457,0.057978309,0.043299677,2,1,2,1,,6,7,7,4,4,5,5,6,2,2,5,4,2,2
EE,ESS1-9e01,1,10.12.2020,129952,ESS9e03,9,3,13966,1.00063169,0.954182446,0.057978309,0.055321885,3,1,2,2,,5,7,8,2,5,8,8,4,3,4,3,2,5,3
EE,ESS1-9e01,1,10.12.2020,129953,ESS9e03,9,3,13971,1.00063169,0.954182446,0.057978309,0.055321885,2,2,2,2,,3,3,5,2,5,3,4,5,2,5,5,5,2,2
EE,ESS1-9e01,1,10.12.2020,129954,ESS9e03,9,3,14023,1.000487685,1.123396277,0.057978309,0.065132617,3,3,3,3,,6,8,9,5,3,6,6,2,1,3,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,129955,ESS9e03,9,3,14051,0.999575138,1.290517807,0.057978309,0.07482204,1,2,1,3,,3,4,3,2,5,4,3,4,2,2,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,129956,ESS9e03,9,3,14054,1.00063169,1.076720476,0.057978309,0.062426432,3,1,3,2,,1,7,7,1,3,5,5,2,1,3,4,2,1,3
EE,ESS1-9e01,1,10.12.2020,129957,ESS9e03,9,3,14074,0.999575138,0.755400479,0.057978309,0.043796842,2,1,,1,,9,9,9,5,5,5,8,5,2,2,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,129958,ESS9e03,9,3,14078,0.999575138,1.122371674,0.057978309,0.065073212,3,1,2,2,,3,6,8,2,2,9,9,6,2,2,4,3,1,2
EE,ESS1-9e01,1,10.12.2020,129959,ESS9e03,9,3,14086,0.999575138,0.746144235,0.057978309,0.043260181,1,2,2,1,,2,2,5,0,0,0,0,3,3,5,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,129960,ESS9e03,9,3,14104,0.999575138,1.122371674,0.057978309,0.065073212,4,2,3,3,,9,8,9,7,6,8,8,5,4,3,5,1,2,2
EE,ESS1-9e01,1,10.12.2020,129961,ESS9e03,9,3,14136,0.998645127,1.269796371,0.057978309,0.073620646,3,4,3,3,,3,3,3,2,2,7,7,3,1,4,3,1,3,4
EE,ESS1-9e01,1,10.12.2020,129962,ESS9e03,9,3,14260,1.002517462,1.294316649,0.057978309,0.075042291,2,3,2,3,,6,8,8,5,6,7,5,3,3,2,4,2,2,2
EE,ESS1-9e01,1,10.12.2020,129963,ESS9e03,9,3,14322,0.998797774,1.134990335,0.057978309,0.06580482,2,1,2,1,,3,4,4,4,4,4,4,5,5,2,2,2,5,2
EE,ESS1-9e01,1,10.12.2020,129964,ESS9e03,9,3,14366,0.999575138,1.11963129,0.057978309,0.064914329,3,3,3,2,,5,6,6,3,3,7,4,4,2,2,3,1,3,2
EE,ESS1-9e01,1,10.12.2020,129965,ESS9e03,9,3,14390,0.997448802,1.886511326,0.057978309,0.109376737,2,1,1,1,,5,4,5,4,4,,,4,4,5,4,3,3,3
EE,ESS1-9e01,1,10.12.2020,129966,ESS9e03,9,3,14446,0.999575138,0.755400479,0.057978309,0.043796842,2,1,2,1,,5,5,6,1,1,1,5,4,2,2,2,3,2,3
EE,ESS1-9e01,1,10.12.2020,129967,ESS9e03,9,3,14636,1.00063169,1.272322297,0.057978309,0.073767095,1,3,1,4,,10,1,3,2,2,1,1,3,2,3,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,129968,ESS9e03,9,3,14655,1.000982165,0.747194529,0.057978309,0.043321075,1,1,1,2,,0,8,10,5,5,5,5,5,2,2,4,2,1,1
EE,ESS1-9e01,1,10.12.2020,129969,ESS9e03,9,3,14702,1.000487685,0.530964017,0.057978309,0.030784396,2,1,1,1,,0,0,5,0,0,2,2,6,3,1,5,3,6,1
EE,ESS1-9e01,1,10.12.2020,129970,ESS9e03,9,3,14730,0.998645127,0.915535271,0.057978309,0.053081187,2,4,2,4,,4,9,7,2,4,8,7,5,4,1,3,1,2,2
EE,ESS1-9e01,1,10.12.2020,129971,ESS9e03,9,3,14733,1.002155662,0.83352983,0.057978309,0.04832665,1,3,3,3,,3,5,5,0,0,3,3,6,1,2,3,1,1,1
EE,ESS1-9e01,1,10.12.2020,129972,ESS9e03,9,3,14742,0.999510705,0.530445576,0.057978309,0.030754337,2,1,2,1,,5,9,9,6,5,8,5,5,3,2,3,1,2,5
EE,ESS1-9e01,1,10.12.2020,129973,ESS9e03,9,3,14749,0.998645127,0.952288151,0.057978309,0.055212057,2,2,2,1,,5,5,8,4,4,4,3,5,3,4,4,2,4,5
EE,ESS1-9e01,1,10.12.2020,129974,ESS9e03,9,3,14763,0.998645127,0.915535271,0.057978309,0.053081187,2,2,2,2,,5,9,9,4,4,5,6,5,3,2,3,2,2,2
EE,ESS1-9e01,1,10.12.2020,129975,ESS9e03,9,3,14792,1.002155662,0.834342599,0.057978309,0.048373773,3,1,2,1,,5,8,7,5,0,0,8,5,2,2,3,2,2,2
EE,ESS1-9e01,1,10.12.2020,129976,ESS9e03,9,3,14813,1.002517462,1.067378759,0.057978309,0.061884816,1,2,2,1,,5,5,5,0,0,5,4,5,4,2,5,2,4,2
EE,ESS1-9e01,1,10.12.2020,129977,ESS9e03,9,3,14828,1.002517462,0.748340607,0.057978309,0.043387523,2,1,1,1,,3,3,7,5,5,0,5,4,1,4,4,3,3,2
EE,ESS1-9e01,1,10.12.2020,129978,ESS9e03,9,3,14956,1.002155662,1.274260163,0.057978309,0.073879449,2,3,2,4,,5,6,5,5,5,5,8,3,3,2,4,2,1,3
EE,ESS1-9e01,1,10.12.2020,129979,ESS9e03,9,3,15152,1.002517462,0.748340607,0.057978309,0.043387523,1,1,1,1,,3,3,5,3,0,0,0,6,3,2,1,4,3,2
EE,ESS1-9e01,1,10.12.2020,129980,ESS9e03,9,3,15278,0.999575138,1.290517807,0.057978309,0.07482204,2,3,1,2,,2,4,7,3,1,4,5,5,3,5,3,1,2,2
EE,ESS1-9e01,1,10.12.2020,129981,ESS9e03,9,3,15284,1.00063169,1.147897243,0.057978309,0.066553141,2,1,2,2,,0,3,3,2,4,5,4,2,2,2,4,2,2,2
EE,ESS1-9e01,1,10.12.2020,129982,ESS9e03,9,3,15292,0.997448802,1.144245863,0.057978309,0.06634144,2,2,2,2,,7,8,8,4,4,5,5,5,5,2,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,129983,ESS9e03,9,3,15336,0.999575138,1.290517807,0.057978309,0.07482204,2,3,3,2,,6,5,7,3,4,6,6,6,3,2,5,2,,5
EE,ESS1-9e01,1,10.12.2020,129984,ESS9e03,9,3,15412,1.002155662,1.274260163,0.057978309,0.073879449,1,1,2,2,,0,0,0,0,0,1,0,2,2,1,2,1,5,1
EE,ESS1-9e01,1,10.12.2020,129985,ESS9e03,9,3,15451,1.000487685,0.746825457,0.057978309,0.043299677,2,1,2,1,,4,8,10,5,5,9,9,6,2,2,2,1,2,2
EE,ESS1-9e01,1,10.12.2020,129986,ESS9e03,9,3,15463,1.000982165,1.112437963,0.057978309,0.064497272,3,2,3,1,,7,8,8,5,4,6,6,5,2,2,3,3,2,4
EE,ESS1-9e01,1,10.12.2020,129987,ESS9e03,9,3,15583,0.998645127,0.915535271,0.057978309,0.053081187,2,3,3,2,,7,7,8,4,4,4,7,4,2,1,2,1,2,1
EE,ESS1-9e01,1,10.12.2020,129988,ESS9e03,9,3,15643,0.999575138,1.11963129,0.057978309,0.064914329,3,2,3,2,,6,7,8,5,5,6,6,4,4,1,4,4,4,3
EE,ESS1-9e01,1,10.12.2020,129989,ESS9e03,9,3,15672,0.999575138,0.755400479,0.057978309,0.043796842,3,2,2,1,,5,8,8,5,5,4,4,5,3,3,4,2,4,5
EE,ESS1-9e01,1,10.12.2020,129990,ESS9e03,9,3,15690,0.999575138,0.746144235,0.057978309,0.043260181,2,4,2,3,,5,10,10,2,3,8,8,3,3,3,4,2,2,2
EE,ESS1-9e01,1,10.12.2020,129991,ESS9e03,9,3,15691,1.00063169,1.137074351,0.057978309,0.065925648,3,1,3,1,,8,8,7,,,8,8,2,2,4,4,2,2,5
EE,ESS1-9e01,1,10.12.2020,129992,ESS9e03,9,3,15694,1.000487685,1.123396277,0.057978309,0.065132617,1,1,1,1,,3,4,7,3,3,3,3,4,2,2,4,4,4,1
EE,ESS1-9e01,1,10.12.2020,129993,ESS9e03,9,3,15783,1.00063169,0.832262278,0.057978309,0.048253159,2,3,2,2,,1,0,2,0,1,0,1,3,1,1,6,1,3,6
EE,ESS1-9e01,1,10.12.2020,129994,ESS9e03,9,3,15793,1.00063169,0.917356372,0.057978309,0.053186771,4,4,4,4,,3,4,4,3,2,5,9,5,1,4,4,2,4,4
EE,ESS1-9e01,1,10.12.2020,129995,ESS9e03,9,3,15804,1.002517462,0.532041252,0.057978309,0.030846852,3,1,3,1,,3,8,8,2,2,,,5,1,2,1,4,1,1
EE,ESS1-9e01,1,10.12.2020,129996,ESS9e03,9,3,15904,1.000487685,1.291696072,0.057978309,0.074890354,3,2,2,2,,8,9,9,6,5,7,7,4,4,3,4,2,5,2
EE,ESS1-9e01,1,10.12.2020,129997,ESS9e03,9,3,15944,1.00063169,1.147897243,0.057978309,0.066553141,1,1,1,1,,10,8,10,5,5,2,5,5,3,2,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,129998,ESS9e03,9,3,15947,1.002155662,0.918753624,0.057978309,0.053267782,3,3,3,3,,7,8,7,6,5,8,6,2,2,2,3,2,2,4
EE,ESS1-9e01,1,10.12.2020,129999,ESS9e03,9,3,15952,0.997448802,0.951147377,0.057978309,0.055145917,1,1,1,1,,2,5,8,1,1,0,1,5,2,2,2,1,2,5
EE,ESS1-9e01,1,10.12.2020,130000,ESS9e03,9,3,15967,0.998797774,0.952433705,0.057978309,0.055220496,3,3,2,3,,8,8,10,4,8,3,3,5,2,2,4,1,1,1
EE,ESS1-9e01,1,10.12.2020,130001,ESS9e03,9,3,15975,0.999575138,1.290517807,0.057978309,0.07482204,1,1,1,1,,5,5,5,,,,,6,6,2,2,2,1,5
EE,ESS1-9e01,1,10.12.2020,130002,ESS9e03,9,3,15986,0.998797774,0.952433705,0.057978309,0.055220496,3,3,3,3,,4,7,8,8,2,3,2,5,2,5,5,2,2,6
EE,ESS1-9e01,1,10.12.2020,130003,ESS9e03,9,3,16010,1.000487685,1.291696072,0.057978309,0.074890354,2,2,2,2,,5,6,3,5,5,6,6,5,4,1,3,3,2,5
EE,ESS1-9e01,1,10.12.2020,130004,ESS9e03,9,3,16063,0.999575138,1.110874295,0.057978309,0.064406613,3,1,2,1,,3,5,5,5,3,5,5,5,3,2,6,2,5,5
EE,ESS1-9e01,1,10.12.2020,130005,ESS9e03,9,3,16113,1.002517462,0.532041252,0.057978309,0.030846852,2,1,3,1,,6,,7,8,8,,,4,2,2,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,130006,ESS9e03,9,3,16125,1.000487685,1.120653391,0.057978309,0.064973589,1,3,1,2,,2,8,5,5,7,,6,3,2,3,5,2,3,3
EE,ESS1-9e01,1,10.12.2020,130007,ESS9e03,9,3,16154,0.999575138,1.110874295,0.057978309,0.064406613,3,1,2,3,,4,7,8,2,3,6,8,1,2,2,2,2,1,3
EE,ESS1-9e01,1,10.12.2020,130008,ESS9e03,9,3,16194,0.998645127,0.952288151,0.057978309,0.055212057,3,2,3,1,,10,10,10,6,3,7,0,5,2,2,2,1,1,3
EE,ESS1-9e01,1,10.12.2020,130009,ESS9e03,9,3,16203,1.000487685,0.756090105,0.057978309,0.043836826,2,1,2,1,,4,7,8,5,5,6,3,5,1,2,2,4,5,6
EE,ESS1-9e01,1,10.12.2020,130010,ESS9e03,9,3,16330,0.999575138,0.746144235,0.057978309,0.043260181,2,2,3,3,,7,8,9,7,8,10,5,2,4,1,5,2,2,2
EE,ESS1-9e01,1,10.12.2020,130011,ESS9e03,9,3,16340,1.000487685,1.123396277,0.057978309,0.065132617,3,3,3,3,,5,7,6,5,3,5,4,5,4,3,3,3,4,4
EE,ESS1-9e01,1,10.12.2020,130012,ESS9e03,9,3,16346,1.00063169,0.954182446,0.057978309,0.055321885,3,1,1,1,,8,8,8,8,8,8,8,5,2,2,1,2,2,2
EE,ESS1-9e01,1,10.12.2020,130013,ESS9e03,9,3,16365,0.998645127,0.830610037,0.057978309,0.048157365,4,3,3,3,,6,8,8,6,6,5,5,3,5,4,5,3,3,5
EE,ESS1-9e01,1,10.12.2020,130014,ESS9e03,9,3,16394,1.000487685,1.291696072,0.057978309,0.074890354,3,4,3,4,,8,6,7,6,6,5,5,6,2,2,4,1,3,2
EE,ESS1-9e01,1,10.12.2020,130015,ESS9e03,9,3,16488,0.999575138,0.746144235,0.057978309,0.043260181,1,1,1,1,,4,6,6,5,5,5,5,5,2,2,3,3,2,2
EE,ESS1-9e01,1,10.12.2020,130016,ESS9e03,9,3,16492,1.002517462,1.114144206,0.057978309,0.064596197,1,1,1,1,,5,5,8,5,5,7,5,3,3,5,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,130017,ESS9e03,9,3,16549,1.00063169,1.147897243,0.057978309,0.066553141,2,1,2,2,,1,5,1,5,4,1,5,3,3,2,3,1,3,2
EE,ESS1-9e01,1,10.12.2020,130018,ESS9e03,9,3,16565,0.998645127,0.952288151,0.057978309,0.055212057,4,2,4,2,,5,4,8,2,4,6,8,5,4,4,5,2,4,1
EE,ESS1-9e01,1,10.12.2020,130019,ESS9e03,9,3,16635,1.000982165,0.531226516,0.057978309,0.030799615,3,2,3,2,,4,3,8,0,1,3,4,6,2,2,2,1,1,4
EE,ESS1-9e01,1,10.12.2020,130020,ESS9e03,9,3,16673,1.00063169,0.954182446,0.057978309,0.055321885,2,2,1,1,,3,6,8,1,1,3,5,6,3,5,5,2,3,4
EE,ESS1-9e01,1,10.12.2020,130021,ESS9e03,9,3,16704,1.002155662,0.83352983,0.057978309,0.04832665,1,1,1,4,,1,1,5,0,0,2,1,5,2,1,3,2,2,1
EE,ESS1-9e01,1,10.12.2020,130022,ESS9e03,9,3,16716,1.00063169,0.832262278,0.057978309,0.048253159,1,1,2,1,,5,8,8,5,4,6,5,4,4,1,5,1,3,1
EE,ESS1-9e01,1,10.12.2020,130023,ESS9e03,9,3,16935,1.000487685,0.746825457,0.057978309,0.043299677,2,2,2,2,,6,2,7,4,4,6,7,5,3,2,4,2,3,3
EE,ESS1-9e01,1,10.12.2020,130024,ESS9e03,9,3,17116,1.000487685,0.746825457,0.057978309,0.043299677,1,1,1,1,,3,8,8,5,5,5,5,5,3,2,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,130025,ESS9e03,9,3,17152,1.00063169,0.954182446,0.057978309,0.055321885,1,4,1,2,,1,2,3,0,1,3,3,6,2,2,3,1,2,5
EE,ESS1-9e01,1,10.12.2020,130026,ESS9e03,9,3,17174,0.999575138,1.11963129,0.057978309,0.064914329,2,3,2,3,,5,7,8,4,6,6,7,6,2,3,1,2,2,3
EE,ESS1-9e01,1,10.12.2020,130027,ESS9e03,9,3,17246,0.998645127,0.915535271,0.057978309,0.053081187,2,5,3,3,,7,8,7,5,5,5,4,4,2,5,6,1,2,4
EE,ESS1-9e01,1,10.12.2020,130028,ESS9e03,9,3,17251,1.00063169,1.272322297,0.057978309,0.073767095,3,4,2,2,,3,7,8,3,3,3,4,3,2,1,6,1,2,5
EE,ESS1-9e01,1,10.12.2020,130029,ESS9e03,9,3,17297,0.999575138,1.122371674,0.057978309,0.065073212,3,2,2,1,,6,7,7,4,4,6,6,4,2,3,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,130030,ESS9e03,9,3,17300,1.000487685,1.120653391,0.057978309,0.064973589,2,2,2,2,,5,6,7,3,2,5,6,5,3,2,5,1,3,1
EE,ESS1-9e01,1,10.12.2020,130031,ESS9e03,9,3,17311,0.998797774,0.830736935,0.057978309,0.048164723,3,2,3,2,,6,7,8,5,4,6,3,4,2,4,4,2,2,4
EE,ESS1-9e01,1,10.12.2020,130032,ESS9e03,9,3,17339,1.000982165,0.756463826,0.057978309,0.043858493,3,2,3,2,,5,5,6,5,5,7,7,5,3,3,4,1,1,3
EE,ESS1-9e01,1,10.12.2020,130033,ESS9e03,9,3,17364,1.00063169,1.147897243,0.057978309,0.066553141,1,1,1,2,,5,3,5,0,0,3,2,4,3,4,5,2,3,1
EE,ESS1-9e01,1,10.12.2020,130034,ESS9e03,9,3,17374,0.999575138,1.110874295,0.057978309,0.064406613,2,5,2,2,,6,6,4,4,5,5,7,2,1,1,4,1,1,1
EE,ESS1-9e01,1,10.12.2020,130035,ESS9e03,9,3,17378,0.998645127,0.952288151,0.057978309,0.055212057,2,3,2,3,,5,7,6,5,4,3,3,5,3,2,4,3,2,1
EE,ESS1-9e01,1,10.12.2020,130036,ESS9e03,9,3,17393,1.00063169,0.832262278,0.057978309,0.048253159,3,2,3,3,,5,6,8,5,5,5,7,4,2,2,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,130037,ESS9e03,9,3,17503,0.999510705,1.290434718,0.057978309,0.074817223,2,2,2,2,,3,6,9,3,2,3,5,4,3,2,4,2,2,3
EE,ESS1-9e01,1,10.12.2020,130038,ESS9e03,9,3,17515,1.00063169,0.954182446,0.057978309,0.055321885,2,1,2,2,,5,7,7,5,4,5,6,5,2,2,3,3,2,5
EE,ESS1-9e01,1,10.12.2020,130039,ESS9e03,9,3,17555,0.999575138,1.11963129,0.057978309,0.064914329,3,1,3,1,,7,8,9,6,6,8,8,6,2,5,3,3,5,3
EE,ESS1-9e01,1,10.12.2020,130040,ESS9e03,9,3,17567,0.999510705,0.746096194,0.057978309,0.043257396,3,1,2,1,,5,8,6,8,5,7,8,5,4,3,4,3,2,2
EE,ESS1-9e01,1,10.12.2020,130041,ESS9e03,9,3,17589,1.002517462,1.294316649,0.057978309,0.075042291,2,2,3,2,,6,6,8,4,8,4,9,5,2,3,1,1,1,1
EE,ESS1-9e01,1,10.12.2020,130042,ESS9e03,9,3,17591,1.000487685,1.120653391,0.057978309,0.064973589,3,1,2,1,,5,8,9,5,4,,7,5,2,2,2,3,2,5
EE,ESS1-9e01,1,10.12.2020,130043,ESS9e03,9,3,17609,1.002155662,0.955635786,0.057978309,0.055406147,1,2,1,2,,2,3,5,0,0,0,3,5,1,2,2,3,2,5
EE,ESS1-9e01,1,10.12.2020,130044,ESS9e03,9,3,17631,1.002155662,1.078360319,0.057978309,0.062521508,2,3,3,3,,8,8,8,3,3,6,7,3,2,4,3,1,2,2
EE,ESS1-9e01,1,10.12.2020,130045,ESS9e03,9,3,17699,1.000487685,1.120653391,0.057978309,0.064973589,3,2,2,2,,5,8,7,6,4,4,,5,3,4,3,3,4,3
EE,ESS1-9e01,1,10.12.2020,130046,ESS9e03,9,3,17719,0.999510705,1.11955905,0.057978309,0.064910141,4,3,3,3,,6,7,8,7,7,7,5,5,2,2,3,2,5,2
EE,ESS1-9e01,1,10.12.2020,130047,ESS9e03,9,3,17770,1.002517462,0.748340607,0.057978309,0.043387523,2,2,2,1,,3,5,7,2,4,5,0,5,3,2,2,2,1,3
EE,ESS1-9e01,1,10.12.2020,130048,ESS9e03,9,3,17821,1.000487685,0.756090105,0.057978309,0.043836826,2,1,2,2,,3,7,8,3,3,2,5,4,2,3,5,2,2,4
EE,ESS1-9e01,1,10.12.2020,130049,ESS9e03,9,3,17840,1.000982165,0.747194529,0.057978309,0.043321075,1,1,1,1,,2,2,5,1,1,2,2,6,3,3,5,1,3,5
EE,ESS1-9e01,1,10.12.2020,130050,ESS9e03,9,3,17855,1.00063169,1.147897243,0.057978309,0.066553141,3,2,2,1,,4,4,7,3,3,0,0,4,2,2,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,130051,ESS9e03,9,3,18028,0.999575138,1.11963129,0.057978309,0.064914329,1,1,1,1,,2,2,4,2,2,2,2,4,2,2,3,4,2,3
EE,ESS1-9e01,1,10.12.2020,130052,ESS9e03,9,3,18040,1.00063169,0.917356372,0.057978309,0.053186771,3,2,3,2,,6,6,6,7,6,6,6,6,4,3,4,5,3,4
EE,ESS1-9e01,1,10.12.2020,130053,ESS9e03,9,3,18049,0.999575138,1.110874295,0.057978309,0.064406613,2,2,3,2,,4,6,7,2,2,8,8,2,3,1,5,1,2,2
EE,ESS1-9e01,1,10.12.2020,130054,ESS9e03,9,3,18102,1.00063169,1.147897243,0.057978309,0.066553141,1,2,1,1,,1,5,4,0,0,8,5,5,2,2,5,3,2,4
EE,ESS1-9e01,1,10.12.2020,130055,ESS9e03,9,3,18103,1.002155662,1.149645567,0.057978309,0.066654506,2,3,2,2,,6,8,9,5,5,7,6,5,4,4,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,130056,ESS9e03,9,3,18124,0.997448802,1.268275261,0.057978309,0.073532455,2,3,2,3,,2,3,8,3,3,3,4,4,2,2,4,1,2,2
EE,ESS1-9e01,1,10.12.2020,130057,ESS9e03,9,3,18128,1.002517462,0.75762409,0.057978309,0.043925764,4,3,3,3,,5,5,3,5,5,5,5,5,3,1,4,2,2,3
EE,ESS1-9e01,1,10.12.2020,130058,ESS9e03,9,3,18138,0.998645127,1.134816885,0.057978309,0.065794764,3,2,1,2,,6,6,5,4,3,,,3,4,5,5,3,4,5
EE,ESS1-9e01,1,10.12.2020,130059,ESS9e03,9,3,18204,0.999510705,1.064177394,0.057978309,0.061699206,3,2,3,1,,5,7,7,5,5,5,6,5,5,2,3,2,5,2
EE,ESS1-9e01,1,10.12.2020,130060,ESS9e03,9,3,18271,1.002517462,0.748340607,0.057978309,0.043387523,1,1,1,1,,10,,,10,,,,5,2,2,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,130061,ESS9e03,9,3,18290,1.00063169,1.137074351,0.057978309,0.065925648,4,2,3,2,,8,9,7,6,6,7,7,3,2,2,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,130062,ESS9e03,9,3,18319,1.000487685,1.123396277,0.057978309,0.065132617,2,2,3,1,,7,8,8,6,5,5,5,2,5,3,3,4,4,5
EE,ESS1-9e01,1,10.12.2020,130063,ESS9e03,9,3,18338,1.000487685,0.530964017,0.057978309,0.030784396,1,1,1,1,,2,2,5,0,0,0,2,4,3,2,2,3,2,1
EE,ESS1-9e01,1,10.12.2020,130064,ESS9e03,9,3,18348,0.998797774,0.830736935,0.057978309,0.048164723,3,3,3,3,,6,7,7,5,4,4,5,3,4,5,5,2,1,2
EE,ESS1-9e01,1,10.12.2020,130065,ESS9e03,9,3,18369,0.998645127,0.952288151,0.057978309,0.055212057,1,1,3,2,,5,5,5,5,3,5,5,5,3,2,4,2,3,2
EE,ESS1-9e01,1,10.12.2020,130066,ESS9e03,9,3,18380,1.00063169,0.832262278,0.057978309,0.048253159,2,2,2,1,,8,7,7,6,6,7,8,3,2,2,4,2,5,2
EE,ESS1-9e01,1,10.12.2020,130067,ESS9e03,9,3,18388,1.000487685,0.756090105,0.057978309,0.043836826,2,2,2,1,,0,2,5,,1,,,5,2,5,2,2,2,5
EE,ESS1-9e01,1,10.12.2020,130068,ESS9e03,9,3,18392,0.999575138,1.110874295,0.057978309,0.064406613,3,3,3,2,,6,6,8,4,3,6,7,5,5,3,4,1,4,4
EE,ESS1-9e01,1,10.12.2020,130069,ESS9e03,9,3,18397,0.999510705,0.746096194,0.057978309,0.043257396,1,1,1,1,,7,8,9,6,6,6,7,5,1,3,2,2,2,1
EE,ESS1-9e01,1,10.12.2020,130070,ESS9e03,9,3,18408,1.000982165,1.123951435,0.057978309,0.065164804,3,2,3,2,,5,7,9,5,5,5,7,4,3,3,4,1,3,2
EE,ESS1-9e01,1,10.12.2020,130071,ESS9e03,9,3,18486,0.999575138,1.110874295,0.057978309,0.064406613,4,2,3,1,,7,9,10,6,6,8,8,4,2,4,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,130072,ESS9e03,9,3,18488,0.999575138,0.530479729,0.057978309,0.030756318,2,1,2,1,,3,5,5,0,0,5,5,3,1,1,2,3,2,3
EE,ESS1-9e01,1,10.12.2020,130073,ESS9e03,9,3,18499,1.00063169,1.076720476,0.057978309,0.062426432,2,4,2,3,,3,3,3,3,3,3,3,3,2,2,5,2,3,3
EE,ESS1-9e01,1,10.12.2020,130074,ESS9e03,9,3,18578,1.000982165,0.756463826,0.057978309,0.043858493,2,2,2,1,,7,7,9,5,3,5,7,4,2,2,2,1,1,1
EE,ESS1-9e01,1,10.12.2020,130075,ESS9e03,9,3,18613,0.999575138,0.746144235,0.057978309,0.043260181,2,2,2,2,,6,6,6,4,3,6,8,1,1,2,4,3,2,2
EE,ESS1-9e01,1,10.12.2020,130076,ESS9e03,9,3,18667,1.00063169,1.076720476,0.057978309,0.062426432,4,3,3,3,,6,8,9,5,5,6,6,4,3,3,4,2,3,4
EE,ESS1-9e01,1,10.12.2020,130077,ESS9e03,9,3,18681,1.000487685,0.530964017,0.057978309,0.030784396,1,1,2,1,,4,6,6,4,3,3,3,4,3,2,4,3,3,4
EE,ESS1-9e01,1,10.12.2020,130078,ESS9e03,9,3,18727,0.999575138,1.122371674,0.057978309,0.065073212,1,1,1,1,,2,3,4,2,2,3,3,4,1,2,2,1,3,3
EE,ESS1-9e01,1,10.12.2020,130079,ESS9e03,9,3,18753,0.999510705,1.11955905,0.057978309,0.064910141,3,3,3,3,,8,9,9,7,7,6,9,5,1,4,5,3,4,1
EE,ESS1-9e01,1,10.12.2020,130080,ESS9e03,9,3,18767,1.002155662,1.149645567,0.057978309,0.066654506,3,1,2,1,,0,0,0,0,0,0,0,6,5,2,5,1,2,1
EE,ESS1-9e01,1,10.12.2020,130081,ESS9e03,9,3,18783,0.999575138,0.746144235,0.057978309,0.043260181,3,2,3,2,,5,10,10,7,10,6,4,5,5,2,4,1,1,5
EE,ESS1-9e01,1,10.12.2020,130082,ESS9e03,9,3,18790,1.00063169,0.917356372,0.057978309,0.053186771,2,3,3,3,,5,9,9,4,4,6,7,2,4,1,5,2,3,2
EE,ESS1-9e01,1,10.12.2020,130083,ESS9e03,9,3,18805,0.999575138,0.746144235,0.057978309,0.043260181,3,2,2,1,,7,8,8,5,5,8,8,5,3,3,5,2,2,3
EE,ESS1-9e01,1,10.12.2020,130084,ESS9e03,9,3,18857,0.999510705,1.453544974,0.057978309,0.08427408,2,1,3,3,,10,10,10,7,9,9,10,5,2,5,2,4,2,5
EE,ESS1-9e01,1,10.12.2020,130085,ESS9e03,9,3,18883,1.00063169,0.917356372,0.057978309,0.053186771,3,4,3,2,,8,8,9,7,5,6,6,5,5,4,3,3,2,4
EE,ESS1-9e01,1,10.12.2020,130086,ESS9e03,9,3,18885,0.998797774,1.134990335,0.057978309,0.06580482,3,2,1,1,,7,10,9,5,5,9,9,4,1,4,4,3,2,1
EE,ESS1-9e01,1,10.12.2020,130087,ESS9e03,9,3,18888,0.999575138,1.122371674,0.057978309,0.065073212,2,2,2,2,,3,5,5,2,1,4,4,3,3,2,5,5,2,4
EE,ESS1-9e01,1,10.12.2020,130088,ESS9e03,9,3,18903,0.998645127,1.14561832,0.057978309,0.066421013,2,1,1,2,,3,8,8,7,5,,2,3,5,1,2,3,1,4
