cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,psppsgva,actrolga,psppipla,cptppola,polcmpl,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,imprich,ipeqopt,impsafe,ipfrule,impfree,ipstrgv,imptrad
EE,ESS1-9e01,1,10.12.2020,129579,ESS9e03,9,3,6,0.999575138,1.11963129,0.057978309,0.064914329,2,2,2,2,,4,6,7,4,4,6,6,5,2,2,5,2,2,3
EE,ESS1-9e01,1,10.12.2020,129580,ESS9e03,9,3,20,1.00063169,0.832262278,0.057978309,0.048253159,,1,1,1,,7,9,9,,,8,8,6,4,2,4,2,3,5
EE,ESS1-9e01,1,10.12.2020,129581,ESS9e03,9,3,22,1.00063169,0.954182446,0.057978309,0.055321885,2,3,2,3,,2,2,2,2,2,,,3,3,1,3,2,2,5
EE,ESS1-9e01,1,10.12.2020,129582,ESS9e03,9,3,26,1.002517462,1.294316649,0.057978309,0.075042291,2,2,2,1,,4,5,8,3,2,5,6,2,4,2,2,2,1,2
EE,ESS1-9e01,1,10.12.2020,129583,ESS9e03,9,3,126,1.000487685,1.065217614,0.057978309,0.061759516,2,1,1,1,,3,,5,1,1,,,6,3,1,4,1,3,3
EE,ESS1-9e01,1,10.12.2020,129584,ESS9e03,9,3,148,1.00063169,1.147897243,0.057978309,0.066553141,4,4,4,4,,6,6,7,4,5,7,1,3,4,1,3,4,1,6
EE,ESS1-9e01,1,10.12.2020,129585,ESS9e03,9,3,151,0.999575138,0.746144235,0.057978309,0.043260181,3,2,4,2,,6,7,9,5,5,8,8,4,2,2,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,129586,ESS9e03,9,3,174,0.999575138,0.746144235,0.057978309,0.043260181,3,1,2,1,,10,4,10,7,4,5,2,4,6,2,2,3,2,3
EE,ESS1-9e01,1,10.12.2020,129587,ESS9e03,9,3,185,0.998645127,1.134816885,0.057978309,0.065794764,1,3,1,4,,3,5,5,2,3,3,5,4,2,2,5,2,5,5
EE,ESS1-9e01,1,10.12.2020,129588,ESS9e03,9,3,191,1.000487685,1.123396277,0.057978309,0.065132617,2,1,2,1,,6,8,8,6,5,,,3,2,1,3,1,2,2
EE,ESS1-9e01,1,10.12.2020,129589,ESS9e03,9,3,291,0.999575138,0.746144235,0.057978309,0.043260181,1,1,1,1,,8,9,10,9,9,,,6,5,1,3,1,2,3
EE,ESS1-9e01,1,10.12.2020,129590,ESS9e03,9,3,307,1.000487685,1.454965711,0.057978309,0.084356452,3,1,2,2,,8,8,10,6,5,7,7,4,1,1,6,2,4,2
EE,ESS1-9e01,1,10.12.2020,129591,ESS9e03,9,3,390,0.999575138,0.755400479,0.057978309,0.043796842,1,2,1,1,,8,3,10,3,4,6,5,5,3,2,3,3,2,3
EE,ESS1-9e01,1,10.12.2020,129592,ESS9e03,9,3,423,1.000982165,0.747194529,0.057978309,0.043321075,1,1,1,1,,7,8,9,7,8,9,8,5,2,2,2,2,2,5
EE,ESS1-9e01,1,10.12.2020,129593,ESS9e03,9,3,427,0.998797774,1.269990444,0.057978309,0.073631898,3,1,2,2,,6,7,8,6,5,6,5,4,1,1,4,2,1,4
EE,ESS1-9e01,1,10.12.2020,129594,ESS9e03,9,3,497,0.999575138,0.755400479,0.057978309,0.043796842,1,1,1,1,,2,1,6,2,2,1,3,4,4,6,4,2,5,3
EE,ESS1-9e01,1,10.12.2020,129595,ESS9e03,9,3,518,1.002517462,0.748340607,0.057978309,0.043387523,3,2,1,1,,8,10,10,5,4,8,6,3,3,4,3,3,1,1
EE,ESS1-9e01,1,10.12.2020,129596,ESS9e03,9,3,611,0.999575138,1.290517807,0.057978309,0.07482204,3,2,1,2,,5,5,5,5,5,5,5,5,2,2,5,2,5,2
EE,ESS1-9e01,1,10.12.2020,129597,ESS9e03,9,3,628,1.00063169,1.147897243,0.057978309,0.066553141,2,2,1,2,,4,6,7,4,4,4,4,5,3,3,5,2,2,4
EE,ESS1-9e01,1,10.12.2020,129598,ESS9e03,9,3,650,1.00063169,1.147897243,0.057978309,0.066553141,3,2,1,2,,8,9,9,5,5,9,9,5,2,2,4,4,2,3
EE,ESS1-9e01,1,10.12.2020,129599,ESS9e03,9,3,751,1.00063169,0.917356372,0.057978309,0.053186771,2,2,2,2,,7,7,8,5,5,4,3,5,5,2,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,129600,ESS9e03,9,3,774,0.998645127,1.14561832,0.057978309,0.066421013,2,3,2,2,,2,3,3,1,2,0,0,5,3,1,2,1,4,2
EE,ESS1-9e01,1,10.12.2020,129601,ESS9e03,9,3,883,1.002155662,1.078360319,0.057978309,0.062521508,3,3,2,3,,7,7,7,6,6,8,8,3,2,3,4,2,3,4
EE,ESS1-9e01,1,10.12.2020,129602,ESS9e03,9,3,891,1.00063169,0.917356372,0.057978309,0.053186771,2,3,2,4,,7,7,7,2,2,10,5,1,1,1,5,2,2,2
EE,ESS1-9e01,1,10.12.2020,129603,ESS9e03,9,3,958,1.000487685,0.746825457,0.057978309,0.043299677,1,1,1,1,,7,5,7,5,5,5,5,4,1,1,3,4,5,2
EE,ESS1-9e01,1,10.12.2020,129604,ESS9e03,9,3,1015,0.998797774,1.269990444,0.057978309,0.073631898,3,1,1,1,,6,6,6,5,5,5,,4,4,4,4,1,3,5
EE,ESS1-9e01,1,10.12.2020,129605,ESS9e03,9,3,1039,1.002155662,0.955635786,0.057978309,0.055406147,2,2,2,3,,8,9,9,0,2,2,3,2,2,2,3,1,2,3
EE,ESS1-9e01,1,10.12.2020,129606,ESS9e03,9,3,1061,0.998797774,1.269990444,0.057978309,0.073631898,3,3,3,3,,5,7,7,5,5,5,6,1,3,4,5,2,2,4
EE,ESS1-9e01,1,10.12.2020,129607,ESS9e03,9,3,1107,1.00063169,0.954182446,0.057978309,0.055321885,2,2,1,1,,8,8,10,7,7,9,10,3,1,1,2,1,2,4
EE,ESS1-9e01,1,10.12.2020,129608,ESS9e03,9,3,1121,1.00063169,0.917356372,0.057978309,0.053186771,2,3,1,4,,9,9,8,6,5,8,7,5,4,4,5,1,1,3
EE,ESS1-9e01,1,10.12.2020,129609,ESS9e03,9,3,1148,0.998797774,0.952433705,0.057978309,0.055220496,3,2,2,2,,9,8,9,9,6,,,4,2,2,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,129610,ESS9e03,9,3,1265,0.999575138,0.530479729,0.057978309,0.030756318,1,1,1,1,,,0,4,0,0,,0,6,2,2,1,2,2,
EE,ESS1-9e01,1,10.12.2020,129611,ESS9e03,9,3,1464,1.000982165,0.756463826,0.057978309,0.043858493,3,1,1,1,,5,5,10,3,3,5,5,5,3,1,5,2,3,1
EE,ESS1-9e01,1,10.12.2020,129612,ESS9e03,9,3,1487,0.999510705,1.290434718,0.057978309,0.074817223,1,1,2,1,,0,2,7,3,2,2,2,4,3,1,3,1,2,3
EE,ESS1-9e01,1,10.12.2020,129613,ESS9e03,9,3,1497,1.000487685,0.756090105,0.057978309,0.043836826,1,1,1,1,,3,,5,3,3,,,5,3,2,5,2,3,2
EE,ESS1-9e01,1,10.12.2020,129614,ESS9e03,9,3,1508,1.00063169,0.954182446,0.057978309,0.055321885,2,3,1,1,,3,5,10,0,2,3,3,5,3,1,3,2,3,1
EE,ESS1-9e01,1,10.12.2020,129615,ESS9e03,9,3,1560,1.00063169,0.917356372,0.057978309,0.053186771,3,2,2,1,,7,7,8,5,5,7,7,4,2,2,3,2,2,4
EE,ESS1-9e01,1,10.12.2020,129616,ESS9e03,9,3,1572,0.999575138,0.746144235,0.057978309,0.043260181,2,1,2,1,,8,6,6,4,4,2,2,4,3,1,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,129617,ESS9e03,9,3,1581,1.000982165,0.756463826,0.057978309,0.043858493,2,1,2,1,,0,0,5,0,0,5,7,5,4,1,6,1,4,1
EE,ESS1-9e01,1,10.12.2020,129618,ESS9e03,9,3,1612,0.999575138,1.122371674,0.057978309,0.065073212,2,1,2,1,,7,7,9,5,4,6,6,5,2,1,6,2,3,1
EE,ESS1-9e01,1,10.12.2020,129619,ESS9e03,9,3,1634,0.998645127,0.915535271,0.057978309,0.053081187,2,2,3,3,,5,6,8,4,4,4,6,5,2,3,4,3,4,2
EE,ESS1-9e01,1,10.12.2020,129620,ESS9e03,9,3,1669,1.002155662,0.834342599,0.057978309,0.048373773,1,1,1,1,,0,0,1,1,1,0,0,5,4,2,2,4,2,2
EE,ESS1-9e01,1,10.12.2020,129621,ESS9e03,9,3,1682,0.999575138,0.746144235,0.057978309,0.043260181,1,1,1,1,,2,5,6,2,1,2,3,5,2,2,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,129622,ESS9e03,9,3,1761,0.999575138,1.290517807,0.057978309,0.07482204,3,2,3,1,,5,8,9,5,5,5,7,4,2,3,3,4,2,2
EE,ESS1-9e01,1,10.12.2020,129623,ESS9e03,9,3,1786,1.002155662,1.149645567,0.057978309,0.066654506,2,1,1,1,,2,6,8,4,0,6,7,2,5,2,3,3,3,3
EE,ESS1-9e01,1,10.12.2020,129624,ESS9e03,9,3,1824,1.00063169,0.832262278,0.057978309,0.048253159,2,2,3,3,,5,7,10,3,5,5,0,5,2,1,5,2,1,1
EE,ESS1-9e01,1,10.12.2020,129625,ESS9e03,9,3,1826,0.999575138,0.755400479,0.057978309,0.043796842,2,3,2,2,,2,3,2,3,2,1,2,4,3,2,4,3,3,2
EE,ESS1-9e01,1,10.12.2020,129626,ESS9e03,9,3,1857,1.00063169,1.272322297,0.057978309,0.073767095,3,2,3,2,,7,7,9,8,7,7,7,3,2,2,5,2,2,4
EE,ESS1-9e01,1,10.12.2020,129627,ESS9e03,9,3,1885,1.00063169,0.954182446,0.057978309,0.055321885,3,2,2,3,,8,9,9,4,4,8,8,3,3,2,2,3,2,5
EE,ESS1-9e01,1,10.12.2020,129628,ESS9e03,9,3,1917,1.00063169,1.272322297,0.057978309,0.073767095,4,1,4,1,,10,0,0,10,10,,10,5,1,5,5,1,4,6
EE,ESS1-9e01,1,10.12.2020,129629,ESS9e03,9,3,1978,1.000982165,0.747194529,0.057978309,0.043321075,1,1,1,1,,3,5,8,5,5,1,1,5,2,2,5,2,5,1
EE,ESS1-9e01,1,10.12.2020,129630,ESS9e03,9,3,1980,0.999575138,1.122371674,0.057978309,0.065073212,1,1,1,1,,5,7,7,8,8,8,,5,1,1,5,2,1,1
EE,ESS1-9e01,1,10.12.2020,129631,ESS9e03,9,3,2007,0.998797774,0.831547022,0.057978309,0.04821169,1,1,1,1,,5,5,8,5,4,5,5,5,3,2,2,2,3,3
EE,ESS1-9e01,1,10.12.2020,129632,ESS9e03,9,3,2060,1.000487685,1.291696072,0.057978309,0.074890354,1,3,2,2,,4,5,7,3,3,3,6,5,3,2,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,129633,ESS9e03,9,3,2093,0.997448802,1.144245863,0.057978309,0.06634144,3,2,2,1,,7,7,7,5,4,5,4,4,3,5,2,2,2,1
EE,ESS1-9e01,1,10.12.2020,129634,ESS9e03,9,3,2156,1.000487685,1.454965711,0.057978309,0.084356452,1,1,1,1,,7,10,10,6,6,8,8,2,2,2,6,2,3,5
EE,ESS1-9e01,1,10.12.2020,129635,ESS9e03,9,3,2198,0.998797774,1.134990335,0.057978309,0.06580482,2,2,2,2,,6,7,5,2,3,6,8,1,4,2,6,1,4,4
EE,ESS1-9e01,1,10.12.2020,129636,ESS9e03,9,3,2260,1.002155662,1.149645567,0.057978309,0.066654506,1,4,1,3,,5,5,5,2,5,5,5,3,2,2,5,2,5,2
EE,ESS1-9e01,1,10.12.2020,129637,ESS9e03,9,3,2279,1.00063169,1.137074351,0.057978309,0.065925648,2,3,1,2,,0,5,4,1,1,5,6,4,1,5,5,1,4,5
EE,ESS1-9e01,1,10.12.2020,129638,ESS9e03,9,3,2305,1.000487685,0.530964017,0.057978309,0.030784396,1,1,1,1,,5,10,10,0,0,,,5,3,1,4,5,4,3
EE,ESS1-9e01,1,10.12.2020,129639,ESS9e03,9,3,2352,0.999575138,1.290517807,0.057978309,0.07482204,3,4,3,4,,10,9,7,5,5,6,6,4,5,3,2,1,1,2
EE,ESS1-9e01,1,10.12.2020,129640,ESS9e03,9,3,2505,0.998797774,0.831547022,0.057978309,0.04821169,1,1,1,1,,1,3,3,2,0,1,8,5,5,3,4,1,2,6
EE,ESS1-9e01,1,10.12.2020,129641,ESS9e03,9,3,2520,0.997448802,0.830423832,0.057978309,0.04814657,2,1,2,2,,5,5,5,3,3,2,5,3,1,3,6,1,1,1
EE,ESS1-9e01,1,10.12.2020,129642,ESS9e03,9,3,2595,0.999575138,1.290517807,0.057978309,0.07482204,3,1,1,1,,0,4,10,4,7,6,0,2,3,2,4,2,1,3
EE,ESS1-9e01,1,10.12.2020,129643,ESS9e03,9,3,2605,0.998645127,0.952288151,0.057978309,0.055212057,1,1,1,1,,0,0,5,0,0,0,0,5,3,2,5,2,1,1
EE,ESS1-9e01,1,10.12.2020,129644,ESS9e03,9,3,2608,1.00063169,1.147897243,0.057978309,0.066553141,2,1,3,1,,2,5,8,1,3,1,3,5,3,2,5,3,2,2
EE,ESS1-9e01,1,10.12.2020,129645,ESS9e03,9,3,2747,0.999575138,0.755400479,0.057978309,0.043796842,4,3,2,2,,10,10,10,6,6,5,5,3,2,2,3,3,2,1
EE,ESS1-9e01,1,10.12.2020,129646,ESS9e03,9,3,2773,0.998645127,1.14561832,0.057978309,0.066421013,4,4,3,3,,5,5,8,3,3,4,5,4,1,3,3,1,5,6
EE,ESS1-9e01,1,10.12.2020,129647,ESS9e03,9,3,2836,0.998797774,0.830736935,0.057978309,0.048164723,2,3,1,3,,2,1,7,0,0,0,1,4,2,3,2,1,2,2
EE,ESS1-9e01,1,10.12.2020,129648,ESS9e03,9,3,2875,0.999575138,1.11963129,0.057978309,0.064914329,2,4,3,5,,6,8,8,6,6,6,6,4,2,2,3,3,2,3
EE,ESS1-9e01,1,10.12.2020,129649,ESS9e03,9,3,2896,1.002155662,0.83352983,0.057978309,0.04832665,3,1,2,2,,3,8,10,4,3,0,1,5,4,2,1,1,1,2
EE,ESS1-9e01,1,10.12.2020,129650,ESS9e03,9,3,2924,1.00063169,0.832262278,0.057978309,0.048253159,2,2,2,2,,9,9,9,7,7,9,7,4,2,2,2,2,2,2
EE,ESS1-9e01,1,10.12.2020,129651,ESS9e03,9,3,2946,0.999575138,0.746144235,0.057978309,0.043260181,1,5,1,2,,5,2,7,2,1,,,4,2,2,2,3,2,3
EE,ESS1-9e01,1,10.12.2020,129652,ESS9e03,9,3,3064,0.999510705,1.290434718,0.057978309,0.074817223,2,2,2,1,,3,7,7,3,2,4,4,5,5,3,4,3,3,5
EE,ESS1-9e01,1,10.12.2020,129653,ESS9e03,9,3,3065,1.00063169,1.147897243,0.057978309,0.066553141,1,2,1,2,,5,8,10,7,5,8,8,3,3,2,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,129654,ESS9e03,9,3,3131,0.998645127,1.14561832,0.057978309,0.066421013,2,3,2,5,,1,1,1,1,1,4,4,2,2,2,3,2,2,2
EE,ESS1-9e01,1,10.12.2020,129655,ESS9e03,9,3,3152,1.000487685,1.120653391,0.057978309,0.064973589,2,1,1,1,,8,8,9,6,6,7,7,5,2,2,3,2,5,5
EE,ESS1-9e01,1,10.12.2020,129656,ESS9e03,9,3,3165,0.997448802,1.133457422,0.057978309,0.065715945,1,2,1,2,,5,4,7,0,0,,,3,3,4,3,1,2,3
EE,ESS1-9e01,1,10.12.2020,129657,ESS9e03,9,3,3244,1.000487685,1.291696072,0.057978309,0.074890354,1,1,2,1,,4,4,5,5,5,6,7,5,2,2,5,1,2,1
EE,ESS1-9e01,1,10.12.2020,129658,ESS9e03,9,3,3271,0.998645127,1.14561832,0.057978309,0.066421013,1,2,1,1,,0,7,10,0,3,0,10,5,6,6,6,1,2,6
EE,ESS1-9e01,1,10.12.2020,129659,ESS9e03,9,3,3307,1.00063169,0.954182446,0.057978309,0.055321885,1,1,1,1,,3,3,7,0,3,0,2,3,3,3,2,2,3,3
EE,ESS1-9e01,1,10.12.2020,129660,ESS9e03,9,3,3330,0.999575138,1.110874295,0.057978309,0.064406613,4,2,3,1,,7,9,10,3,3,6,6,6,2,2,1,4,1,1
EE,ESS1-9e01,1,10.12.2020,129661,ESS9e03,9,3,3335,1.00063169,0.954182446,0.057978309,0.055321885,1,1,1,1,,5,5,6,4,4,5,5,3,3,2,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,129662,ESS9e03,9,3,3345,0.999575138,0.755400479,0.057978309,0.043796842,3,3,2,2,,5,7,8,2,5,5,3,5,2,2,2,1,2,3
EE,ESS1-9e01,1,10.12.2020,129663,ESS9e03,9,3,3386,1.00063169,1.147897243,0.057978309,0.066553141,2,1,1,1,,5,5,0,3,4,0,1,5,2,1,5,2,2,2
EE,ESS1-9e01,1,10.12.2020,129664,ESS9e03,9,3,3427,1.00063169,0.954182446,0.057978309,0.055321885,2,1,3,1,,5,8,8,6,5,4,4,6,4,2,5,4,2,5
EE,ESS1-9e01,1,10.12.2020,129665,ESS9e03,9,3,3438,0.999575138,1.110874295,0.057978309,0.064406613,3,3,3,3,,7,8,9,6,5,8,8,3,1,4,5,1,2,3
EE,ESS1-9e01,1,10.12.2020,129666,ESS9e03,9,3,3491,1.002517462,0.748340607,0.057978309,0.043387523,3,1,1,1,,0,5,9,1,0,2,0,5,5,4,1,1,1,3
EE,ESS1-9e01,1,10.12.2020,129667,ESS9e03,9,3,3504,1.00063169,0.954182446,0.057978309,0.055321885,3,1,3,1,,10,9,10,10,10,10,9,2,2,1,1,2,1,1
EE,ESS1-9e01,1,10.12.2020,129668,ESS9e03,9,3,3636,1.000487685,1.123396277,0.057978309,0.065132617,2,1,1,2,,4,7,8,0,0,8,9,3,4,5,5,4,2,5
EE,ESS1-9e01,1,10.12.2020,129669,ESS9e03,9,3,3649,1.002517462,1.294316649,0.057978309,0.075042291,3,2,3,3,,3,3,6,2,2,0,0,5,2,2,2,2,2,1
EE,ESS1-9e01,1,10.12.2020,129670,ESS9e03,9,3,3708,0.999575138,1.11963129,0.057978309,0.064914329,2,1,1,1,,7,5,8,7,5,7,7,3,5,3,3,3,2,3
EE,ESS1-9e01,1,10.12.2020,129671,ESS9e03,9,3,3713,0.999575138,1.290517807,0.057978309,0.07482204,1,1,1,1,,7,4,4,5,4,5,4,5,1,1,1,2,1,1
EE,ESS1-9e01,1,10.12.2020,129672,ESS9e03,9,3,3776,0.999575138,1.11963129,0.057978309,0.064914329,3,2,3,1,,7,3,7,6,5,7,8,3,3,2,4,1,3,2
EE,ESS1-9e01,1,10.12.2020,129673,ESS9e03,9,3,3829,1.00063169,1.147897243,0.057978309,0.066553141,2,1,2,1,,2,2,0,2,0,0,8,5,2,2,5,2,2,2
EE,ESS1-9e01,1,10.12.2020,129674,ESS9e03,9,3,3867,0.998797774,0.915675282,0.057978309,0.053089304,2,2,2,2,,6,8,8,3,3,4,5,5,3,3,4,2,5,6
EE,ESS1-9e01,1,10.12.2020,129675,ESS9e03,9,3,3920,0.997448802,0.830423832,0.057978309,0.04814657,2,1,2,1,,8,9,10,4,7,8,8,5,2,2,2,2,3,2
EE,ESS1-9e01,1,10.12.2020,129676,ESS9e03,9,3,3921,1.000487685,1.120653391,0.057978309,0.064973589,1,2,1,1,,2,4,7,1,1,3,4,2,3,2,5,1,1,4
EE,ESS1-9e01,1,10.12.2020,129677,ESS9e03,9,3,3947,0.999575138,1.453638673,0.057978309,0.084279512,,2,3,2,,7,9,9,6,8,5,4,4,2,2,2,5,2,2
EE,ESS1-9e01,1,10.12.2020,129678,ESS9e03,9,3,4071,1.00063169,0.954182446,0.057978309,0.055321885,1,1,1,1,,3,5,8,4,5,5,4,3,3,2,3,3,3,3
EE,ESS1-9e01,1,10.12.2020,129679,ESS9e03,9,3,4090,1.000982165,0.756463826,0.057978309,0.043858493,1,2,1,1,,5,3,8,4,4,5,,5,2,5,3,2,2,2
EE,ESS1-9e01,1,10.12.2020,129680,ESS9e03,9,3,4092,1.000982165,0.531226516,0.057978309,0.030799615,2,1,1,1,,5,5,5,7,5,,,5,3,2,4,4,2,3
EE,ESS1-9e01,1,10.12.2020,129681,ESS9e03,9,3,4139,1.000487685,0.746825457,0.057978309,0.043299677,2,2,2,1,,3,2,5,2,2,2,4,6,2,3,5,5,2,4
EE,ESS1-9e01,1,10.12.2020,129682,ESS9e03,9,3,4153,0.998645127,0.952288151,0.057978309,0.055212057,1,1,1,1,,3,6,4,0,0,3,3,5,2,2,3,1,4,6
EE,ESS1-9e01,1,10.12.2020,129683,ESS9e03,9,3,4159,1.002155662,1.274260163,0.057978309,0.073879449,2,1,2,1,,8,8,8,6,6,,,4,3,2,3,2,2,4
EE,ESS1-9e01,1,10.12.2020,129684,ESS9e03,9,3,4215,1.000487685,1.111888528,0.057978309,0.064465417,2,2,2,2,,5,7,9,5,5,5,5,5,2,2,2,4,2,3
EE,ESS1-9e01,1,10.12.2020,129685,ESS9e03,9,3,4216,0.999575138,0.755400479,0.057978309,0.043796842,2,1,1,1,,4,7,9,4,6,3,7,5,1,2,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,129686,ESS9e03,9,3,4221,1.000487685,0.746825457,0.057978309,0.043299677,2,1,1,1,,0,2,5,0,0,0,0,5,2,2,5,2,2,5
EE,ESS1-9e01,1,10.12.2020,129687,ESS9e03,9,3,4222,1.00063169,1.137074351,0.057978309,0.065925648,4,3,3,2,,9,9,10,8,8,7,9,4,2,2,3,2,1,3
EE,ESS1-9e01,1,10.12.2020,129688,ESS9e03,9,3,4285,0.997448802,0.951147377,0.057978309,0.055145917,2,1,1,2,,0,5,8,0,3,0,,2,2,3,2,2,1,2
EE,ESS1-9e01,1,10.12.2020,129689,ESS9e03,9,3,4293,1.000982165,0.747194529,0.057978309,0.043321075,5,5,3,3,,4,4,4,3,3,,3,5,3,4,4,1,3,5
EE,ESS1-9e01,1,10.12.2020,129690,ESS9e03,9,3,4303,1.00063169,0.917356372,0.057978309,0.053186771,5,5,4,5,,7,3,9,7,6,8,9,5,2,2,5,2,4,4
EE,ESS1-9e01,1,10.12.2020,129691,ESS9e03,9,3,4340,0.999510705,0.746096194,0.057978309,0.043257396,1,1,2,1,,1,3,5,3,3,0,0,3,3,3,2,2,2,3
EE,ESS1-9e01,1,10.12.2020,129692,ESS9e03,9,3,4350,0.998797774,0.952433705,0.057978309,0.055220496,3,1,3,2,,7,8,9,5,6,6,7,5,3,3,3,3,2,4
EE,ESS1-9e01,1,10.12.2020,129693,ESS9e03,9,3,4411,0.998797774,1.134990335,0.057978309,0.06580482,3,2,3,2,,7,8,8,6,7,5,6,2,3,1,3,1,2,4
EE,ESS1-9e01,1,10.12.2020,129694,ESS9e03,9,3,4596,1.002517462,1.114144206,0.057978309,0.064596197,3,2,3,1,,5,7,7,5,3,5,5,2,1,1,2,1,1,1
EE,ESS1-9e01,1,10.12.2020,129695,ESS9e03,9,3,4601,0.999575138,1.110874295,0.057978309,0.064406613,2,2,3,1,,7,7,8,5,5,3,4,3,2,1,4,2,2,2
EE,ESS1-9e01,1,10.12.2020,129696,ESS9e03,9,3,4610,1.000487685,0.746825457,0.057978309,0.043299677,2,2,1,1,,1,1,5,0,3,2,3,4,4,2,2,1,1,1
EE,ESS1-9e01,1,10.12.2020,129697,ESS9e03,9,3,4663,1.00063169,1.272322297,0.057978309,0.073767095,3,4,3,2,,3,6,9,4,4,2,4,2,6,2,5,2,3,4
EE,ESS1-9e01,1,10.12.2020,129698,ESS9e03,9,3,4693,1.00063169,0.954182446,0.057978309,0.055321885,2,1,1,1,,5,8,8,4,4,5,4,4,4,2,2,2,2,4
EE,ESS1-9e01,1,10.12.2020,129699,ESS9e03,9,3,4698,0.998645127,0.915535271,0.057978309,0.053081187,3,4,3,3,,3,7,9,2,2,3,5,5,2,3,6,2,5,3
EE,ESS1-9e01,1,10.12.2020,129700,ESS9e03,9,3,4731,0.998797774,0.915675282,0.057978309,0.053089304,2,1,1,1,,8,8,9,7,8,7,8,6,3,2,3,2,2,3
EE,ESS1-9e01,1,10.12.2020,129701,ESS9e03,9,3,4764,0.997448802,1.268275261,0.057978309,0.073532455,4,2,2,2,,8,6,5,7,7,8,6,4,3,2,4,3,3,3
EE,ESS1-9e01,1,10.12.2020,129702,ESS9e03,9,3,4849,1.000982165,0.747194529,0.057978309,0.043321075,1,1,1,1,,3,7,7,2,1,5,5,5,3,2,2,3,2,3
EE,ESS1-9e01,1,10.12.2020,129703,ESS9e03,9,3,4870,0.998797774,1.269990444,0.057978309,0.073631898,2,3,3,2,,2,5,6,1,1,1,1,4,4,2,2,2,4,3
EE,ESS1-9e01,1,10.12.2020,129704,ESS9e03,9,3,4875,1.00063169,0.832262278,0.057978309,0.048253159,3,2,3,2,,5,5,5,8,8,3,3,3,4,2,2,3,2,3
EE,ESS1-9e01,1,10.12.2020,129705,ESS9e03,9,3,4913,1.00063169,1.272322297,0.057978309,0.073767095,2,1,2,1,,7,7,8,6,6,7,6,6,2,2,5,2,4,2
EE,ESS1-9e01,1,10.12.2020,129706,ESS9e03,9,3,4942,0.998645127,0.831419885,0.057978309,0.048204319,3,3,2,2,,7,4,7,3,2,4,2,6,1,2,5,4,1,3
EE,ESS1-9e01,1,10.12.2020,129707,ESS9e03,9,3,4950,1.002517462,0.75762409,0.057978309,0.043925764,3,2,3,3,,4,3,5,5,5,5,5,5,2,2,5,2,2,5
EE,ESS1-9e01,1,10.12.2020,129708,ESS9e03,9,3,4978,1.000982165,0.756463826,0.057978309,0.043858493,2,1,3,1,,4,8,8,3,3,5,5,5,1,1,5,2,2,1
EE,ESS1-9e01,1,10.12.2020,129709,ESS9e03,9,3,4997,0.999575138,1.122371674,0.057978309,0.065073212,3,1,3,1,,7,7,9,5,5,8,8,4,2,2,2,1,2,4
EE,ESS1-9e01,1,10.12.2020,129710,ESS9e03,9,3,5014,0.999510705,1.064177394,0.057978309,0.061699206,1,2,3,1,,3,4,8,2,0,3,3,5,4,2,4,5,5,1
EE,ESS1-9e01,1,10.12.2020,129711,ESS9e03,9,3,5018,0.999575138,1.11963129,0.057978309,0.064914329,2,2,1,2,,5,5,5,5,5,6,7,3,1,5,3,2,2,2
EE,ESS1-9e01,1,10.12.2020,129712,ESS9e03,9,3,5221,0.999575138,1.110874295,0.057978309,0.064406613,3,3,3,3,,6,8,9,5,5,5,5,5,2,3,4,2,2,3
EE,ESS1-9e01,1,10.12.2020,129713,ESS9e03,9,3,5226,1.00063169,1.147897243,0.057978309,0.066553141,5,1,4,2,,10,10,10,10,10,10,10,5,1,1,2,4,1,1
EE,ESS1-9e01,1,10.12.2020,129714,ESS9e03,9,3,5240,0.999575138,0.755400479,0.057978309,0.043796842,1,1,2,1,,0,0,8,0,0,0,0,5,4,5,5,2,2,2
EE,ESS1-9e01,1,10.12.2020,129715,ESS9e03,9,3,5268,0.999575138,1.453638673,0.057978309,0.084279512,3,1,2,1,,5,5,7,4,4,6,5,4,2,2,5,2,2,5
EE,ESS1-9e01,1,10.12.2020,129716,ESS9e03,9,3,5273,0.998645127,0.952288151,0.057978309,0.055212057,2,1,2,1,,3,3,7,3,3,5,3,5,2,2,3,2,2,4
EE,ESS1-9e01,1,10.12.2020,129717,ESS9e03,9,3,5402,1.000487685,1.291696072,0.057978309,0.074890354,3,2,4,1,,8,9,9,6,8,7,,4,3,4,3,2,3,5
EE,ESS1-9e01,1,10.12.2020,129718,ESS9e03,9,3,5409,1.000487685,1.123396277,0.057978309,0.065132617,3,2,2,1,,4,6,8,4,3,5,7,5,2,1,3,2,2,2
